ARESTORGANID;ARESTORGAN
17058;Приуральский РО УНКВД по ЗКО.
17059;Покуратура Мирзояновского района.
17060;НКГБ Казалинск стж.
17061;Оперчасть тюрьмы.
17062;ОО НКВД 4 стрелкового корпуса.
17063;3 отдел НКГБ жд 17.
17064;ОГПУ по Талды-Курганской обл
17065;ГУР ОС ПП ОГПУ.
17066;ОДТО НКВД ст. К-Боровое.
17067;ОДТО ГУГБ НКВД Акмолинск ст.
17068;ПП ОГПУ 49 погранотряда.
17069;СО УМГБ по ЗКО.
17070;Бейнеткорский РО УНКВД Гурьевской обл.
17071;Семитреченское обл.ЧК.
17072;ОС при НКВД СССР.
17073;Петропавловское ОГПУ.
17074;5 отдел УМГБ Павлодарской обл.
17075;Ленинский РО НКВД ГБ.
17076;РОМ НКВД СКО.
17077;Талда-Курганское РО НКВД.
17078;Сарыагаческое РО НКГБ.
17079;Мамлютский РО ГБ НКВД СКО.
17080;РО ДТОО ГПУ ст.улие-Ата
17081;РОДТО ОГПУ.
17082;ОО ОГПУ 5 кав.дивизии.
17083;Джувалинское РО УНКВД по Жамбыльской обл.
17084;4 отдел УГБ УНКВД КССР.
17085;Отдел "Смерш" 68 Гв.дивизии.
17086;4 отд.УГБ УНКВД.
17087;Чапаевский РО НКВД по ЗКО.
17088;ОО МГБ СТ.ДЖАМБУЛ.
17089;ОКР МГБ в-ч 44292.
17090;РО НКВД Челябинской обл.
17091;ДТО ОГПУ Карагандинской ж.д.
17092;Особый отдел НКВД 99 дивизии.
17093;Областное УНКВД.
17094;ГУГБ НКВД по Кустанайской обл.
17095;ГО ОГПУ ст.Кокчетав.
17096;ДТОГУГБ НКВД КССР.
17097;ОО ВЧК Туркент. фронта.
17098;Обл.прокуратура СКО.
17099;ЧК СОО Семиреченской обл.
17100;ППООГПУ по Бостандыкскому району.
17101;Советское РО УНКВД.
17102;Кугалинское ОР НКВД
17103;Арыский РО МГБ.
17104;ОО НКВД 3 ГВКД.
17105;Сталинское РО УНКВД.
17106;3 отдел УГБ СКОУ НКВД.
17107;Кокчетавский уездной ЧК.
17108;Омское ОГПУ.
17109;Окружной отдел ОГПУ КССР.
17110;Пресновский РО УНКВД СКО.
17111;ОО НКВД 140 СД.
17112;ОДТО ГУГБ НКВД Оренбургской железной дороги.
17113;Усть-Каменогорский РО НКВД.
17114;Бухтарминское РО НУВД.
17115;ОГПУ по Чимкентской обл.
17116;Аулиэ-Атинский.
17117;Талды-Курганкое РО НКГБ
17118;Шевченковский РО УМГБ по Гурьевской обл.
17119;УМГБ по Алма-Атиснкой обл.
17120;ООГУГБ НКВД ЧО СД.
17121;Баянаулькое РО УНКВД по Карагандинской обл.
17122;Сарысуйское РО НКВД
17123;Кара-Калпакский РО ОГПУ.
17124;ОО НКВД 2 Краснознаменной Армии.
17125;Приишимское РО НКВД по Карагандинской обл.
17126;Петропавловский оперсектор.
17127;ОТО МГБ ст. Бишкек
17128;Управление лагеря 45 МВД.
17129;Павлодарское РО НКВД по Павлодарской обл.111.
17130;Зайсанский ПО НКВД по ВКО.
17131;Зыряновским РО НКВД по ВКО.
17132;Джувалынское РО ОГПУ
17133;Чапаевский РО МГБ по ЗКО.
17134;Павлодарская прокуратура.
17135;Иссыкский РО ОГПУ.
17136;Красноармейский РО УНКВД по СКО.
17137;ОО НКВД Явасский ла-рь спецназначения.
17138;Кокчетавская ЧК.
17139;Мамлютский РО УНКВД.
17140;Упр.Охр.МГБ на ТСЖД.
17141;Приишимский РО МГБ СКО.
17142;Семиреченская обл.ЧК.
17143;ОО Спецлагеря НКВД.
17144;ОО НКВД 364 ЗСП.
17145;ЗНПО УГБ НКВД.
17146;Казалинское ОТО НКВД.
17147;Петропавловский оперсектор ППОГПУ в КССР по Арыкбалыкскому р-ну.
17148;Аральский РО МГБ.
17149;Оперпункт водного отдела НКГБ Н.В.В.
17150;Петропавловский окр отд ОГПУ.
17151;ОДТ ОУГБ ст.Мирзоян.
17152;УНКВД по Карагандинск.обл.
17153;Денгизкий.
17154;Актюб.областной отд.ОГПУ.
17155;КГБ НКВД КССР.
17156;ОКР СМЕРШ 169 АЗСП.
17157;3-й отд. АЛТП-МЗ НКВД.
17158;Советский РО НКВД СКО.
17159;Уральския ОГПУ.
17160;Управление 50 Зайсанског пограничного отряда погран войск ОГПУ.
17161;Катон-Карагайская ОГ ОГПУ.
17162;Зайсанский особ. погранотдел.
17163;Талдыкурганский МРО НКГБ
17164;ВП пограничной и внутренней охраны НКВД КазССР.
17165;Келлеровский РО НВКД.
17166;Тельманское РО ОГПУ.
17167;Джаркентский ПП НКВД
17168;ДТО ГУГБ НКВД ж.д.им Молотова.
17169;Городское отделение НКВД.
17170;УМГБ на Омской железной дороге.
17171;Особый отдел НКВД 387 СД.
17172;Омская губернская Чрезвычайная комиссия.
17173;ОО ПП ОГПУ в Петропавловске.
17174;Кокчетавское политбюро, ЧК.
17175;ОО НКВД г. Харькова.
17176;РОМ НКВД Ленинского района.
17177;Арык-Балыкское МРО НКГБ.
17178;3 отдел НКВД СССР.
17179;Опергруппа СОООГПУ.
17180;МГБ ДВВО.
17181;Есильским РО НКВД.
17182;Раймилиция Социалистического района.
17183;Шортандинский Ро УМВД.
17184;Каркаралинский РО МГБ.
17185;ОО НКВД Борисоглебной автошколы.
17186;Управление ОГПУ.
17187;ОТО НКВД ст.Шубаркудук.
17188;Атбасарский МРО НКГБ.
17189;УИТЛК НКВД Казахской ССР.
17190;МГБ ДЖАМБУЛСКОЙ ОБЛ.
17191;ОТ НКВД.
17192;Калининский РО УНКГБ.
17193;УНКВД г.Акмолинска.
17194;ДТО ГУГБ г. Алма-Аты.
17195;ДТО ГУГБ НКВД ст.К-Боровое Омской ж.д.
17196;контрразведка МГБ в-ч 32693.
17197;Особый отдел Южно-Уральского Военного округа.
17198;Актюбинский окружной суд.
17199;Алагабаский РО НКВД.
17200;ОО НКВД в-с 580.
17201;Пахта-Аральское РО НКВД.
17202;УМГБ Восточно-Казахстанской обл.
17203;ОО УГБ НКВД 8 дивизии.
17204;РО КНВД.
17205;Саркандский РО УНКВД.
17206;Аягузский УНКГБ.
17207;Семипалатинский окр.отд.ОГПУ по Катон-Карагайскому р-ну.
17208;Городская милиция Петропавловского уезда.
17209;СМЕРШ по Горьковскому району
17210;НКВД Алма-Аты.
17211;ДТО НКВД ст.Алма-Ата.
17212;ОО НКВД по г.Москве и Московской обл.
17213;ОДТО НКВД ст.Карталы.
17214;УНКВУД по Карагандинской обл.
17215;Степнякское горотделение НКВД.
17216;Оперотдел НКГБ ст.Казалинск.
17217;НКВД, отдел СМЕРШ.
17218;Бейнетгорский РО ОГПУ.
17219;Следственная часть НКВД Каз.ССР.
17220;ОО НКВД 1 отд. стрелкового батальона.
17221;ОДТ ОГПУ В Г.АЛМА-АТЕ.
17222;ОДТО УТБ ст.Матай.
17223;Окр. отдел ОГПУ.
17224;Славгородское ОО ОГПУ
17225;НКВД 7отд.4отделен.
17226;Тюлькубаский РО МГБ по ЮКО.
17227;ОКР Смерш 9ой Армии Д.В. фронта.
17228;УНКВД по Запсибирскому краю.
17229;ОКР "Смерш" 19 танковой дивизии.
17230;Чингирлауское РО УНКВД.
17231;ОГПУ Кирг.ССР.
17232;УКР МГБ ЦГВ.
17233;Транспортный отдел НКВД ТСЖД.
17234;Келеское РО ОГПУ.
17235;Вишневское УНКВД.
17236;ТО УГБ.
17237;ГО НКВД г. Астрахань.
17238;Нарынкольский РО УНКВД КССР по Алма-Атинской обл.
17239;Алакульскоим РО НКВД
17240;Урджарский ПП ОГПУ.
17241;Аягузский РО НКВД по ВКО.
17242;Арыкбалыкский РО НКГБ.
17243;ОО НКВД по 13 зап.стрел. бригада.
17244;УГБ Турксиб. ж.д.
17245;ПП ОГПУ СКО.
17246;ОГПУ Ленгерского района.
17247;Карагандинское ОО ГПУ.
17248;ГУГБ по Оренбургской обл.
17249;Приишимское РО НКГБ.
